_id;Caráter PBOM;Serviço PBOM;UF PBOM;Município PBOM;Município-UF;Frequência PBOM;Medida da Freq. PBOM;Classe PBOM;Latitude Decimal PBOM;Longitude Decimal PBOM;Latitude GMS PBOM;Longitude GMS PBOM;Latitude Decimal;Longitude Decimal;ERP PBOM;Altura da Torre PBOM;Categoria da Estação PBOM
57dbac608fddb;Primário;OM;GO;São Miguel do Araguaia;São Miguel do Araguaia - GO;1450;KHz;C;-13.316666666667;-50.233333333333;13S19 00;50W13 60;-13.316666666667;-50.233333333333;;55;
57dbac609b188;Primário;OM;GO;Uruaçu;Uruaçu - GO;1320;KHz;C;-14.542805555556;-49.146669444444;14S32 34;49W08 48;-14.542805555556;-49.146669444444;;57;
57dbac609f1be;Primário;OM;MA;Açailândia;Açailândia - MA;790;KHz;C;-4.9333333333333;-47.5;4S55 60;47W30 00;-4.9333333333333;-47.5;;74;
57dbac60a2c0c;Primário;OM;MA;Amarante do Maranhão;Amarante do Maranhão - MA;1490;KHz;C;-5.5666666666667;-46.75;5S34 00;46W45 00;-5.5666666666667;-46.75;;55;
57dbac60a54e0;Primário;OM;MA;Bacabal;Bacabal - MA;1030;KHz;B;-4.2280555555555;-44.776388888889;4S13 41;44W46 35;-4.2280555555555;-44.776388888889;;71;
57dbac60a8ee4;Primário;OM;MA;Bacabal;Bacabal - MA;1260;KHz;C;-4.225;-44.78;4S13 30;44W46 48;-4.225;-44.78;;58;
57dbac60abfed;Primário;OM;MA;Balsas;Balsas - MA;770;KHz;B;-7.5291666666667;-46.029444444444;7S31 45;46W01 46;-7.5291666666667;-46.029444444444;;105;
57dbac60affc1;Primário;OM;MA;Balsas;Balsas - MA;1090;KHz;B;-7.5027777777777;-46.033333333333;7S30 10;46W01 60;-7.5027777777777;-46.033333333333;;69;
57dbac60b3ed6;Primário;OM;MA;Barra do Corda;Barra do Corda - MA;540;KHz;C;-5.5166666666667;-45.266666666667;5S31 00;45W16 00;-5.5166666666667;-45.266666666667;;67;
57dbac60b773a;Primário;OM;MA;Brejo;Brejo - MA;1580;KHz;C;-3.6833333333333;-42.8;3S40 60;42W47 60;-3.6833333333333;-42.8;;55;
57dbac60b9a8a;Primário;OM;MA;Cantanhede;Cantanhede - MA;1150;KHz;C;-3.6333333333333;-44.376666666667;3S37 60;44W22 36;-3.6333333333333;-44.376666666667;;58;
57dbac60bbeb6;Primário;OM;MA;Carolina;Carolina - MA;670;KHz;C;-7.3333333333333;-47.466666666667;7S19 60;47W28 00;-7.3333333333333;-47.466666666667;;80;
57dbac60be774;Primário;OM;MA;Caxias;Caxias - MA;1230;KHz;C;-4.838611111111;-43.327222222222;4S50 19;43W19 38;-4.838611111111;-43.327222222222;;49;
57dbac60c27ab;Primário;OM;MA;Caxias;Caxias - MA;1380;KHz;C;-4.8922222222222;-43.3475;4S53 32;43W20 51;-4.8922222222222;-43.3475;;56;
57dbac60c6773;Primário;OM;MA;Chapadinha;Chapadinha - MA;1520;KHz;C;-3.7394444444443;-43.348333333333;3S44 22;43W20 54;-3.7394444444443;-43.348333333333;;55;
57dbac60cadbe;Primário;OM;MA;Codó;Codó - MA;730;KHz;C;-4.4427777777777;-43.895277777778;4S26 34;43W53 43;-4.4427777777777;-43.895277777778;;58;
57dbac60cedb5;Primário;OM;MA;Codó;Codó - MA;870;KHz;C;-4.4533333333333;-43.856111111111;4S27 12;43W51 22;-4.4533333333333;-43.856111111111;;72;
57dbac60d2db3;Primário;OM;MA;Coelho Neto;Coelho Neto - MA;770;KHz;C;-4.2533333333333;-43.018055555556;4S15 12;43W01 05;-4.2533333333333;-43.018055555556;;74;
57dbac60d7499;Primário;OM;MA;Colinas;Colinas - MA;1480;KHz;B;-6.0222222222222;-44.255277777778;6S01 20;44W15 19;-6.0222222222222;-44.255277777778;;48;
57dbac60dbb35;Primário;OM;MA;Coroatá;Coroatá - MA;1570;KHz;C;-4.1444444444443;-44.115;4S08 40;44W06 54;-4.1444444444443;-44.115;;48;
57dbac60df3e8;Primário;OM;MA;Cururupu;Cururupu - MA;1520;KHz;C;-1.8166666666667;-44.866666666667;1S49 00;44W52 00;-1.8166666666667;-44.866666666667;;55;
57dbac60e17b0;Primário;OM;MA;Dom Pedro;Dom Pedro - MA;660;KHz;C;-5;-44.45;5S00 00;44W27 00;-5;-44.45;;80;
57dbac60e405d;Primário;OM;MA;Esperantinópolis;Esperantinópolis - MA;830;KHz;C;-4.8833333333333;-44.883333333333;4S52 60;44W52 60;-4.8833333333333;-44.883333333333;;87;
57dbac60e7e3e;Primário;OM;MA;Grajaú;Grajaú - MA;710;KHz;B;-5.8191666666667;-46.16;5S49 09;46W09 36;-5.8191666666667;-46.16;;76;
57dbac60ebf89;Primário;OM;MA;Icatu;Icatu - MA;1480;KHz;C;-2.7666666666667;-44.05;2S46 00;44W02 60;-2.7666666666667;-44.05;;55;
57dbac60f2abe;Primário;OM;MA;Imperatriz;Imperatriz - MA;830;KHz;B;-5.4672222222222;-47.4775;5S28 02;47W28 39;-5.4672222222222;-47.4775;;90;Principal
57dbac61022ab;Primário;OM;MA;João Lisboa;João Lisboa - MA;890;KHz;C;-5.3333333333333;-47.283333333333;5S19 60;47W16 60;-5.3333333333333;-47.283333333333;;86;
57dbac6104b97;Primário;OM;MA;João Lisboa;João Lisboa - MA;950;KHz;B;-5.4530555555555;-47.413333333333;5S27 11;47W24 48;-5.4530555555555;-47.413333333333;;69;
57dbac6108c10;Primário;OM;MA;Lago da Pedra;Lago da Pedra - MA;1540;KHz;C;-4.3333333333333;-45.27;4S19 60;45W16 12;-4.3333333333333;-45.27;;55;
57dbac610c4e6;Primário;OM;MA;Montes Altos;Montes Altos - MA;1550;KHz;C;-5.8333333333333;-47.066666666667;5S49 60;47W04 00;-5.8333333333333;-47.066666666667;;55;
57dbac610e8b4;Primário;OM;MA;Passagem Franca;Passagem Franca - MA;670;KHz;C;-6.1833333333333;-43.766666666667;6S10 60;43W46 00;-6.1833333333333;-43.766666666667;;80;
57dbac6111114;Primário;OM;MA;Pedreiras;Pedreiras - MA;1450;KHz;C;-4.5666666666667;-44.666666666667;4S34 00;44W40 00;-4.5666666666667;-44.666666666667;;52;
57dbac61149cb;Primário;OM;MA;Penalva;Penalva - MA;920;KHz;C;-3.2941666666667;-45.173611111111;3S17 39;45W10 25;-3.2941666666667;-45.173611111111;;61;
57dbac61172ea;Primário;OM;MA;Pindaré-Mirim;Pindaré-Mirim - MA;1520;KHz;C;-3.6058333333333;-45.341944444444;3S36 21;45W20 31;-3.6058333333333;-45.341944444444;;54;
57dbac611b28d;Primário;OM;MA;Pinheiro;Pinheiro - MA;710;KHz;C;-2.5433333333333;-45.073888888889;2S32 36;45W04 26;-2.5433333333333;-45.073888888889;;106;
57dbac611ed0a;Primário;OM;MA;Poção de Pedras;Poção de Pedras - MA;1580;KHz;C;-4.75;-44.933333333333;4S45 00;44W55 60;-4.75;-44.933333333333;;55;
57dbac6121573;Primário;OM;MA;Presidente Dutra;Presidente Dutra - MA;1470;KHz;C;-5.2955555555555;-44.454444444444;5S17 44;44W27 16;-5.2955555555555;-44.454444444444;;55;
57dbac6124dd2;Primário;OM;MA;Riachão;Riachão - MA;930;KHz;C;-7.3666666666667;-46.616666666667;7S22 00;46W37 00;-7.3666666666667;-46.616666666667;;69;
57dbac612764b;Primário;OM;MA;Santa Helena;Santa Helena - MA;790;KHz;C;-2.2308333333333;-45.301944444444;2S13 51;45W18 07;-2.2308333333333;-45.301944444444;;74;
57dbac612b8bd;Primário;OM;MA;Santa Luzia;Santa Luzia - MA;1400;KHz;C;-4.25;-45.633333333333;4S15 00;45W37 60;-4.25;-45.633333333333;;56;
57dbac612e137;Primário;OM;MA;Santa Luzia;Santa Luzia - MA;1460;KHz;B;-3.9605555555555;-45.668055555555;3S57 38;45W40 05;-3.9605555555555;-45.668055555555;;55;
57dbac613275a;Primário;OM;MA;São João dos Patos;São João dos Patos - MA;1450;KHz;C;-6.5055555555555;-43.7025;6S30 20;43W42 09;-6.5055555555555;-43.7025;;55;
57dbac613674f;Primário;OM;MA;São Luís;São Luís - MA;560;KHz;B;-2.5666666666667;-44.3;2S34 00;44W17 60;-2.5666666666667;-44.3;;125;
57dbac613a90f;Primário;OM;MA;São Luís;São Luís - MA;600;KHz;B;-2.5727777777777;-44.2925;2S34 22;44W17 33;-2.5727777777777;-44.2925;;119;
57dbac613f20d;Primário;OM;MA;São Luís;São Luís - MA;680;KHz;B;-2.5378333333333;-44.331083333333;2S32 16;44W19 52;-2.5378333333333;-44.331083333333;;115;
57dbac61435cf;Primário;OM;MA;São Luís;São Luís - MA;800;KHz;B;-2.5333333333333;-44.05;2S31 60;44W02 60;-2.5333333333333;-44.05;;105;
57dbac6146406;Primário;OM;MA;São Luís;São Luís - MA;1180;KHz;B;-2.553611111111;-44.259722222222;2S33 13;44W15 35;-2.553611111111;-44.259722222222;;69;
57dbac614a4e3;Primário;OM;MA;São Luís;São Luís - MA;1290;KHz;B;-2.53944;-44.31722;2S32 22;44W19 02;-2.53944;-44.31722;;62;Principal
57dbac614e89e;Primário;OM;MA;São Luís;São Luís - MA;1340;KHz;B;-2.4833333333333;-44.133333333333;2S28 60;44W07 60;-2.4833333333333;-44.133333333333;;75;
57dbac6152f15;Primário;OM;MA;São Raimundo das Mangabeiras;São Raimundo das Mangabeiras - MA;1460;KHz;C;-7.0166666666667;-45.483333333333;7S01 00;45W28 60;-7.0166666666667;-45.483333333333;;55;
57dbac61557e2;Primário;OM;MA;Timon;Timon - MA;570;KHz;B;-5.1408333333333;-42.811666666667;5S08 27;42W48 42;-5.1408333333333;-42.811666666667;;85;
57dbac61594be;Primário;OM;MA;Timon;Timon - MA;1320;KHz;C;-5.1;-42.816666666667;5S05 60;42W49 00;-5.1;-42.816666666667;;57;
57dbac615bd6c;Primário;OM;MA;Tuntum;Tuntum - MA;790;KHz;C;-5.2638888888888;-44.634722222222;5S15 50;44W38 05;-5.2638888888888;-44.634722222222;;74;Principal
57dbac615fcb7;Primário;OM;MA;Turiaçu;Turiaçu - MA;1470;KHz;C;-1.6833333333333;-45.366666666667;1S40 60;45W22 00;-1.6833333333333;-45.366666666667;;54;
57dbac6163863;Primário;OM;MA;Tutóia;Tutóia - MA;1510;KHz;C;-2.7666666666667;-42.283333333333;2S46 00;42W16 60;-2.7666666666667;-42.283333333333;;55;
57dbac6166132;Primário;OM;MA;Urbano Santos;Urbano Santos - MA;1470;KHz;C;-3.1977777777777;-43.383333333333;3S11 52;43W22 60;-3.1977777777777;-43.383333333333;;55;
57dbac616a07b;Primário;OM;MA;Vargem Grande;Vargem Grande - MA;1550;KHz;B;-3.536111111111;-44.1;3S32 10;44W06 00;-3.536111111111;-44.1;;55;
57dbac616e77d;Primário;OM;MA;Viana;Viana - MA;630;KHz;B;-3.1983333333333;-45.020277777778;3S11 54;45W01 13;-3.1983333333333;-45.020277777778;;83;
57dbac6172ad2;Primário;OM;MA;Vitória do Mearim;Vitória do Mearim - MA;850;KHz;B;-3.478611111111;-44.869722222222;3S28 43;44W52 11;-3.478611111111;-44.869722222222;;106;
57dbac61768b4;Primário;OM;MA;Vitorino Freire;Vitorino Freire - MA;1560;KHz;C;-4.125;-45.168333333333;4S07 30;45W10 06;-4.125;-45.168333333333;;55;
57dbac617a3b5;Primário;OM;MA;Zé Doca;Zé Doca - MA;780;KHz;B;-3.275;-45.640277777778;3S16 30;45W38 25;-3.275;-45.640277777778;;91;
57dbac617da98;Primário;OM;MG;Abaeté;Abaeté - MG;1480;KHz;C;-19.15;-45.45;19S08 60;45W27 00;-19.15;-45.45;;55;
57dbac61805fd;Primário;OM;MG;Aimorés;Aimorés - MG;810;KHz;C;-19.483333333333;-41.066666666667;19S28 60;41W04 00;-19.483333333333;-41.066666666667;;80;
57dbac6184273;Primário;OM;MG;Além Paraíba;Além Paraíba - MG;1460;KHz;C;-21.866666666667;-42.666666666667;21S52 00;42W40 00;-21.866666666667;-42.666666666667;;50;
57dbac61887a4;Primário;OM;MG;Alfenas;Alfenas - MG;1180;KHz;B;-21.445763888889;-45.875755555556;21S26 45;45W52 33;-21.445763888889;-45.875755555556;;58;Principal
57dbac618cc9b;Primário;OM;MG;Almenara;Almenara - MG;1530;KHz;C;-16.19369;-40.68742;16S11 37;40W41 15;-16.19369;-40.68742;;55;Principal
57dbac6190de7;Primário;OM;MG;Alpercata;Alpercata - MG;1420;KHz;C;-18.95;-41.933333333333;18S56 60;41W55 60;-18.95;-41.933333333333;;55;
57dbac61935b2;Primário;OM;MG;Alterosa;Alterosa - MG;1590;KHz;C;-21.25;-46.15;21S15 00;46W08 60;-21.25;-46.15;;55;
57dbac6195e7c;Primário;OM;MG;Andradas;Andradas - MG;900;KHz;C;-22.02556;-46.55444;22S01 32;46W33 16;-22.02556;-46.55444;;72;
57dbac61998d5;Primário;OM;MG;Antônio Carlos;Antônio Carlos - MG;1290;KHz;C;-21.316666666667;-43.75;21S19 00;43W45 00;-21.316666666667;-43.75;;57;
57dbac619bc1f;Primário;OM;MG;Araçuaí;Araçuaí - MG;1510;KHz;C;-16.85;-42.066666666667;16S51 00;42W04 00;-16.85;-42.066666666667;;55;
57dbac619e4e7;Primário;OM;MG;Araguari;Araguari - MG;930;KHz;C;-18.65;-48.183333333333;18S38 60;48W10 60;-18.65;-48.183333333333;;84;
57dbac61a2c49;Primário;OM;MG;Araguari;Araguari - MG;1110;KHz;C;-18.633333333333;-48.183333333333;18S37 60;48W10 60;-18.633333333333;-48.183333333333;;58;
57dbac61a68b9;Primário;OM;MG;Araguari;Araguari - MG;1490;KHz;C;-18.66435;-48.19878;18S39 52;48W11 56;-18.66435;-48.19878;;50;Principal
57dbac61af093;Primário;OM;MG;Araxá;Araxá - MG;1170;KHz;C;-19.616666666667;-46.9;19S37 00;46W53 60;-19.616666666667;-46.9;;72;
57dbac61b809e;Primário;OM;MG;Bambuí;Bambuí - MG;670;KHz;C;-19.996111;-45.986389;19S59 46;45W59 11;-19.996111;-45.986389;;80;
57dbac61bc156;Primário;OM;MG;Barbacena;Barbacena - MG;820;KHz;B;-21.216666666667;-43.783333333333;21S13 00;43W46 60;-21.216666666667;-43.783333333333;;73;
57dbac61c0231;Primário;OM;MG;Barbacena;Barbacena - MG;1230;KHz;B;-21.216666666667;-43.783333333333;21S13 00;43W46 60;-21.216666666667;-43.783333333333;;70;
57dbac61c4a13;Primário;OM;MG;Belo Horizonte;Belo Horizonte - MG;570;KHz;B;-19.74917;-44.31111;19S44 57;44W18 40;-19.74917;-44.31111;;93;
57dbac61c9556;Primário;OM;MG;Belo Horizonte;Belo Horizonte - MG;690;KHz;B;-20.051666666667;-44.076388888889;20S03 06;44W04 35;-20.051666666667;-44.076388888889;;110;
57dbac61cd9db;Primário;OM;MG;Belo Horizonte;Belo Horizonte - MG;830;KHz;B;-19.92583;-43.89194;19S55 33;43W53 31;-19.92583;-43.89194;;100;Principal
57dbac61d1bbd;Primário;OM;MG;Belo Horizonte;Belo Horizonte - MG;880;KHz;A;-19.89992;-44.05303;19S53 60;44W03 11;-19.89992;-44.05303;;182;Principal
57dbac61d5e5b;Primário;OM;MG;Belo Horizonte;Belo Horizonte - MG;950;KHz;B;-19.953333333333;-44.0175;19S57 12;44W01 03;-19.953333333333;-44.0175;;82;
57dbac61da901;Primário;OM;MG;Belo Horizonte;Belo Horizonte - MG;1150;KHz;B;-19.970277777778;-43.985555555556;19S58 13;43W59 08;-19.970277777778;-43.985555555556;;85;
57dbac61dec7b;Primário;OM;MG;Belo Horizonte;Belo Horizonte - MG;1190;KHz;C;-19.933333333333;-43.95;19S55 60;43W57 00;-19.933333333333;-43.95;;84;
57dbac61e31ee;Primário;OM;MG;Boa Esperança;Boa Esperança - MG;1120;KHz;C;-21.0875;-45.633333333333;21S05 15;45W37 60;-21.0875;-45.633333333333;;58;
57dbac61e71fe;Primário;OM;MG;Bocaiúva;Bocaiúva - MG;1140;KHz;B;-17.106111111111;-43.815555555556;17S06 22;43W48 56;-17.106111111111;-43.815555555556;;79;
57dbac61eabb4;Primário;OM;MG;Bocaiúva;Bocaiúva - MG;1500;KHz;C;-17.116666666667;-43.816666666667;17S07 00;43W49 00;-17.116666666667;-43.816666666667;;55;
57dbac61ed45c;Primário;OM;MG;Bom Despacho;Bom Despacho - MG;1540;KHz;C;-19.745388888889;-45.239388888889;19S44 43;45W14 22;-19.745388888889;-45.239388888889;;48;
57dbac61f14ee;Primário;OM;MG;Botelhos;Botelhos - MG;1420;KHz;C;-21.65;-46.4;21S38 60;46W23 60;-21.65;-46.4;;56;
57dbac62011cf;Primário;OM;MG;Brazópolis;Brazópolis - MG;1380;KHz;C;-22.466666666667;-45.616666666667;22S28 00;45W37 00;-22.466666666667;-45.616666666667;;56;
57dbac6204abf;Primário;OM;MG;Brumadinho;Brumadinho - MG;1470;KHz;C;-20.15;-44.216666666667;20S08 60;44W13 00;-20.15;-44.216666666667;;55;
57dbac620737e;Primário;OM;MG;Bueno Brandão;Bueno Brandão - MG;950;KHz;B;-22.433333333333;-46.35;22S25 60;46W21 00;-22.433333333333;-46.35;;73;
57dbac620b1f2;Primário;OM;MG;Buritis;Buritis - MG;1460;KHz;C;-15.598611111111;-46.431944444444;15S35 55;46W25 55;-15.598611111111;-46.431944444444;;55;
57dbac620ec03;Primário;OM;MG;Caeté;Caeté - MG;1290;KHz;C;-19.88;-43.669722222222;19S52 48;43W40 11;-19.88;-43.669722222222;;58;
57dbac6210f70;Primário;OM;MG;Camanducaia;Camanducaia - MG;1400;KHz;C;-22.755277777778;-46.144722222222;22S45 19;46W08 41;-22.755277777778;-46.144722222222;;55;
57dbac62138cd;Primário;OM;MG;Campanha;Campanha - MG;1140;KHz;B;-21.773888888889;-45.429722222222;21S46 26;45W25 47;-21.773888888889;-45.429722222222;;65;Principal
57dbac62172a1;Primário;OM;MG;Campestre;Campestre - MG;1300;KHz;C;-21.716666666667;-46.25;21S43 00;46W15 00;-21.716666666667;-46.25;;55;
57dbac62199d8;Primário;OM;MG;Campina Verde;Campina Verde - MG;1230;KHz;B;-19.533333333333;-49.35;19S31 60;49W21 00;-19.533333333333;-49.35;;100;
57dbac621dd7b;Primário;OM;MG;Campo Belo;Campo Belo - MG;930;KHz;B;-20.883333333333;-45.266666666667;20S52 60;45W16 00;-20.883333333333;-45.266666666667;;65;
57dbac6221992;Primário;OM;MG;Capelinha;Capelinha - MG;1580;KHz;C;-17.7;-42.516666666667;17S41 60;42W31 00;-17.7;-42.516666666667;;55;
57dbac62241ff;Primário;OM;MG;Capinópolis;Capinópolis - MG;810;KHz;C;-18.684694444444;-49.588111111111;18S41 05;49W35 17;-18.684694444444;-49.588111111111;;59;
57dbac62281d7;Primário;OM;MG;Carangola;Carangola - MG;900;KHz;B;-20.698333333333;-42.025833333333;20S41 54;42W01 33;-20.698333333333;-42.025833333333;;80;
57dbac622bb3d;Primário;OM;MG;Carangola;Carangola - MG;1540;KHz;C;-20.733055555556;-42.029444444444;20S43 59;42W01 46;-20.733055555556;-42.029444444444;;55;
57dbac622e377;Primário;OM;MG;Caratinga;Caratinga - MG;970;KHz;B;-19.785394444444;-42.151669444444;19S47 07;42W09 06;-19.785394444444;-42.151669444444;;64;
57dbac6231ef7;Primário;OM;MG;Caratinga;Caratinga - MG;1240;KHz;B;-19.789722222222;-42.139166666667;19S47 23;42W08 21;-19.789722222222;-42.139166666667;;61;
57dbac62347cb;Primário;OM;MG;Carmo do Paranaíba;Carmo do Paranaíba - MG;710;KHz;C;-18.994766666667;-46.311416666667;18S59 41;46W18 41;-18.994766666667;-46.311416666667;;118;
57dbac6238829;Primário;OM;MG;Carmo do Rio Claro;Carmo do Rio Claro - MG;1550;KHz;C;-20.983055555556;-46.1325;20S58 59;46W07 57;-20.983055555556;-46.1325;;50;
57dbac623c1c6;Primário;OM;MG;Carmópolis de Minas;Carmópolis de Minas - MG;1510;KHz;C;-20.541388888889;-44.635;20S32 29;44W38 06;-20.541388888889;-44.635;;48;
57dbac623e9ef;Primário;OM;MG;Cássia;Cássia - MG;1520;KHz;C;-20.583333333333;-46.933333333333;20S34 60;46W55 60;-20.583333333333;-46.933333333333;;55;
57dbac62426e1;Primário;OM;MG;Cataguases;Cataguases - MG;550;KHz;C;-21.383333333333;-42.7;21S22 60;42W42 00;-21.383333333333;-42.7;;70;
57dbac624656d;Primário;OM;MG;Congonhas;Congonhas - MG;1020;KHz;B;-20.5125;-43.956944444444;20S30 45;43W57 25;-20.5125;-43.956944444444;;65;
57dbac624ac25;Primário;OM;MG;Conselheiro Lafaiete;Conselheiro Lafaiete - MG;1270;KHz;B;-20.65;-43.783333333333;20S38 60;43W46 60;-20.65;-43.783333333333;;57;
57dbac624ee7b;Primário;OM;MG;Conselheiro Lafaiete;Conselheiro Lafaiete - MG;1310;KHz;C;-20.660277777778;-43.786111111111;20S39 37;43W47 10;-20.660277777778;-43.786111111111;;55;
57dbac6255d7b;Primário;OM;MG;Conselheiro Pena;Conselheiro Pena - MG;1560;KHz;C;-19.166666666667;-41.716666666667;19S10 00;41W43 00;-19.166666666667;-41.716666666667;;55;
57dbac6258910;Primário;OM;MG;Contagem;Contagem - MG;750;KHz;B;-20.011388888889;-44.015;20S00 41;44W00 54;-20.011388888889;-44.015;;106;
57dbac625c951;Primário;OM;MG;Corinto;Corinto - MG;1570;KHz;C;-18.383333333333;-44.466666666667;18S22 60;44W28 00;-18.383333333333;-44.466666666667;;55;
57dbac626067d;Primário;OM;MG;Coromandel;Coromandel - MG;1450;KHz;B;-18.453611111111;-47.21;18S27 13;47W12 36;-18.453611111111;-47.21;;55;
57dbac62643ec;Primário;OM;MG;Coronel Fabriciano;Coronel Fabriciano - MG;1010;KHz;B;-19.533333333333;-42.633333333333;19S31 60;42W37 60;-19.533333333333;-42.633333333333;;60;
57dbac62688ee;Primário;OM;MG;Curvelo;Curvelo - MG;660;KHz;B;-18.744444444444;-44.430555555556;18S44 40;44W25 50;-18.744444444444;-44.430555555556;;120;
57dbac626c6f5;Primário;OM;MG;Diamantina;Diamantina - MG;870;KHz;C;-18.25;-43.6;18S15 00;43W36 00;-18.25;-43.6;;100;
57dbac62706af;Primário;OM;MG;Divino;Divino - MG;1580;KHz;C;-20,61111;-42,15722;20S36 40;42W09 26;-20,61111;-42,15722;;55;Principal
57dbac6273350;Primário;OM;MG;Divinópolis;Divinópolis - MG;720;KHz;B;-20.133333333333;-44.883333333333;20S07 60;44W52 60;-20.133333333333;-44.883333333333;;74;
57dbac6277ab0;Primário;OM;MG;Divinópolis;Divinópolis - MG;1320;KHz;B;-20.119722222222;-44.871388888889;20S07 11;44W52 17;-20.119722222222;-44.871388888889;;64;
57dbac627c0cd;Primário;OM;MG;Dores do Indaiá;Dores do Indaiá - MG;1080;KHz;C;-19.49028;-45.58944;19S29 25;45W35 22;-19.49028;-45.58944;;75;Principal
57dbac62801f3;Primário;OM;MG;Dores do Indaiá;Dores do Indaiá - MG;1240;KHz;C;-19.463333333333;-45.601666666667;19S27 48;45W36 06;-19.463333333333;-45.601666666667;;65;
57dbac628247a;Primário;OM;MG;Dores do Turvo;Dores do Turvo - MG;1430;KHz;C;-20.975555555556;-43.189166666667;20S58 32;43W11 21;-20.975555555556;-43.189166666667;;55;
57dbac62848b1;Primário;OM;MG;Espera Feliz;Espera Feliz - MG;1510;KHz;C;-20.650277777778;-41.907222222222;20S39 01;41W54 26;-20.650277777778;-41.907222222222;;48;
57dbac6287f8b;Primário;OM;MG;Espinosa;Espinosa - MG;1580;KHz;C;-14.933333333333;-42.816666666667;14S55 60;42W49 00;-14.933333333333;-42.816666666667;;48;
57dbac628b95e;Primário;OM;MG;Faria Lemos;Faria Lemos - MG;1340;KHz;C;-20.808333333333;-42.029722222222;20S48 30;42W01 47;-20.808333333333;-42.029722222222;;45;
57dbac628e280;Primário;OM;MG;Formiga;Formiga - MG;850;KHz;C;-20.486944444444;-45.436388888889;20S29 13;45W26 11;-20.486944444444;-45.436388888889;;70;
57dbac6291e61;Primário;OM;MG;Formiga;Formiga - MG;1490;KHz;C;-20.464444444444;-45.426388888889;20S27 52;45W25 35;-20.464444444444;-45.426388888889;;55;
57dbac629473e;Primário;OM;MG;Fronteira;Fronteira - MG;1170;KHz;C;-20.293055555556;-49.199166666667;20S17 35;49W11 57;-20.293055555556;-49.199166666667;;75;
57dbac6298f14;Primário;OM;MG;Frutal;Frutal - MG;1480;KHz;C;-20.016666666667;-48.933333333333;20S01 00;48W55 60;-20.016666666667;-48.933333333333;;51;
57dbac629c80b;Primário;OM;MG;Frutal;Frutal - MG;1580;KHz;C;-20.016666666667;-48.933333333333;20S01 00;48W55 60;-20.016666666667;-48.933333333333;;55;
57dbac629f11f;Primário;OM;MG;Governador Valadares;Governador Valadares - MG;680;KHz;B;-18.902777777778;-41.936111111111;18S54 10;41W56 10;-18.902777777778;-41.936111111111;;100;
57dbac62a2fe5;Primário;OM;MG;Governador Valadares;Governador Valadares - MG;850;KHz;B;-18.85;-41.933333333333;18S51 00;41W55 60;-18.85;-41.933333333333;;83;
57dbac62abad0;Primário;OM;MG;Guanhães;Guanhães - MG;1550;KHz;C;-18.761666666667;-42.940555555556;18S45 42;42W56 26;-18.761666666667;-42.940555555556;;55;
57dbac62afae8;Primário;OM;MG;Guaranésia;Guaranésia - MG;1580;KHz;C;-21.3;-46.783333333333;21S18 00;46W46 60;-21.3;-46.783333333333;;50;
57dbac62b77a2;Primário;OM;MG;Ibiá;Ibiá - MG;680;KHz;C;-19.466666666667;-46.55;19S28 00;46W32 60;-19.466666666667;-46.55;;115;
57dbac62bb122;Primário;OM;MG;Igaratinga;Igaratinga - MG;1430;KHz;C;-19.955277777778;-44.709166666667;19S57 19;44W42 33;-19.955277777778;-44.709166666667;;55;
57dbac62bd9f4;Primário;OM;MG;Ilicínea;Ilicínea - MG;1500;KHz;C;-20.93306;-45.83389;20S55 59;45W50 02;-20.93306;-45.83389;;55;Principal
57dbac62c1b27;Primário;OM;MG;Inhapim;Inhapim - MG;890;KHz;B;-19.555083333333;-42.12625;19S33 18;42W07 34;-19.555083333333;-42.12625;;125;
57dbac62c5dbc;Primário;OM;MG;Inimutaba;Inimutaba - MG;1170;KHz;C;-18.729166666667;-44.360555555556;18S43 45;44W21 38;-18.729166666667;-44.360555555556;;62;
57dbac62c864e;Primário;OM;MG;Ipanema;Ipanema - MG;540;KHz;C;-19.811666666667;-41.728055555556;19S48 42;41W43 41;-19.811666666667;-41.728055555556;;112;
57dbac62cccdf;Primário;OM;MG;Ipatinga;Ipatinga - MG;1170;KHz;B;-19.46833;-42.57611;19S28 06;42W34 34;-19.46833;-42.57611;;80;Principal
57dbac62d586b;Primário;OM;MG;Itabira;Itabira - MG;770;KHz;C;-19.62378;-43.21713;19S37 26;43W13 02;-19.62378;-43.21713;;98;Principal
57dbac62d9882;Primário;OM;MG;Itabirito;Itabirito - MG;1340;KHz;B;-20.25;-43.816666666667;20S15 00;43W49 00;-20.25;-43.816666666667;;54;
57dbac62de16a;Primário;OM;MG;Itajubá;Itajubá - MG;1060;KHz;C;-22.433333333333;-45.45;22S25 60;45W27 00;-22.433333333333;-45.45;;71;
57dbac62e29e6;Primário;OM;MG;Itajubá;Itajubá - MG;1570;KHz;C;-22.411666666667;-45.443888888889;22S24 42;45W26 38;-22.411666666667;-45.443888888889;;55;
57dbac62e632a;Primário;OM;MG;Itambacuri;Itambacuri - MG;1080;KHz;C;-18.016666666667;-41.683333333333;18S01 00;41W40 60;-18.016666666667;-41.683333333333;;59;
57dbac62e8b67;Primário;OM;MG;Itaobim;Itaobim - MG;810;KHz;C;-16.561666666667;-41.503333333333;16S33 42;41W30 12;-16.561666666667;-41.503333333333;;60;
